,Date,TC_Tray7_Temp,TC_Tray40_Temp,TC_Charge_Temp,TC_Overhead_Pressure,TC_Overhead_Reciever_Temp,TC_Tray24_Temp,TC_Differential_Pressure,TC_Bottom_Pressure,TC_Reboil_Out_Temp,TC_Reboil_Condensor_lbs
0,2022-07-15 13:00:00,189.0151978,200.2309113,185.9634399,225.7363434,171.1593781,171.1224823,3.474795103,229.2633057,201.8666687,7962.539063
1,2022-07-15 06:00:00,188.5247955,200.0257568,183.0101013,225.4079285,170.0344849,166.0266418,3.497399807,228.925705,201.6668854,8235.396484
2,2022-07-14 13:00:00,189.1067352,200.4701538,184.9946594,225.509613,170.8892822,172.314682,3.255728245,228.8125916,202.100235,7684.425293
3,2022-07-14 06:00:00,189.2084656,200.8544922,183.828537,227.5778503,168.2735291,167.5996704,3.34195447,230.9491272,202.447525,7940.173828
4,2022-07-13 13:00:00,188.8405151,200.3817291,185.0343781,226.5137024,168.0645752,172.3591614,3.218659401,229.7780304,202.2807007,7591.852539
5,2022-07-13 06:00:00,188.1435394,200.0595703,184.0431671,225.3777008,167.4229889,167.4313507,3.374905109,228.7624817,201.7057495,7852.135742
6,2022-07-12 13:00:00,189.2465668,199.9010925,183.0486603,221.7906189,158.1990509,173.3757935,3.017192364,224.8475342,201.6784821,6804.934082
7,2022-07-12 06:00:00,187.2458954,199.6269073,182.9455566,224.0015259,165.128479,166.9441376,3.478393555,227.4440918,201.5216217,8224.214844
8,2022-07-11 13:00:00,188.3090668,200.403595,185.5123901,225.6436005,167.1337891,174.508316,3.585963488,229.1912079,202.0166168,7934.864258
9,2022-07-11 06:00:00,187.7589264,199.8542175,183.6769104,225.3350983,165.0441437,167.6131287,3.471446991,228.7718506,201.7695313,8168.498535
10,2022-07-10 13:00:00,187.9165649,200.279892,183.791626,225.485611,165.7511444,173.1419525,3.460853577,228.9174347,202.2613678,7755.596191
11,2022-07-10 06:00:00,187.5103455,199.837677,182.1380615,224.7003632,165.1904297,166.8811951,3.448445082,228.1555176,201.7630157,8174.45752
12,2022-07-09 13:00:00,188.6111298,200.9082794,184.7526703,228.0409698,164.0226746,172.1396179,3.194087982,231.1657104,202.8564453,7507.53125
13,2022-07-09 06:00:00,186.9147034,200.0407104,182.4815826,224.4872131,163.9932251,166.335907,3.207280874,227.7080536,202.1789703,7645.99707
14,2022-07-08 13:00:00,188.4541931,200.5986328,183.9496918,226.7738342,167.0275879,172.9511871,3.350154877,230.1681519,202.4943237,7501.758301
15,2022-07-08 06:00:00,187.339447,199.8558044,179.3640289,224.84935,164.3585205,166.4791107,3.312362671,228.1150818,201.8920898,7813.290039
16,2022-07-07 13:00:00,188.2067719,200.466156,183.8745117,224.6583557,169.3084717,171.3833618,3.329925537,227.8747711,202.1850586,7549.828125
17,2022-07-07 06:00:00,187.6294708,199.3612976,180.0071869,224.5133209,168.140686,166.6785278,3.359118938,227.9980469,201.3174591,7915.290527
18,2022-07-06 13:00:00,189.6640778,200.5174561,181.8804932,226.7174072,172.3666382,171.4848633,3.269704342,229.913269,202.613327,7633.162598
19,2022-07-06 06:00:00,188.5964508,200.0846863,179.1230469,224.6163177,169.2597504,167.2099152,3.289938927,227.7975769,202.064209,7694.818848
20,2022-07-05 13:00:00,189.4644775,200.4862366,181.2620087,226.7718201,172.9371185,172.0622101,3.335970163,230.1764221,202.5579987,7778.304199
21,2022-07-05 06:00:00,188.8391113,200.0635071,180.1597595,224.816452,170.5314636,167.5287476,3.335376024,228.1505585,201.9326935,7991.036621
22,2022-07-04 13:00:00,190.0734253,201.0370178,182.938385,227.0346832,173.6021576,171.6141205,3.275691986,230.2484589,202.8616333,7656.580566
23,2022-07-04 06:00:00,188.7624054,200.1711578,181.5769501,224.7279358,171.2982178,166.8449249,3.422843456,228.178421,201.7728729,8053.077148
24,2022-07-03 13:00:00,189.003418,200.3847809,182.800705,225.5804901,170.19104,171.240509,3.334528685,228.8904877,202.3848572,7779.098633
25,2022-07-03 06:00:00,187.8101807,199.691452,181.0686798,224.4423523,167.4542847,166.4495239,3.299322844,227.7978363,201.6759186,8082.006348
26,2022-07-02 13:00:00,188.6800079,200.1317291,181.8649292,225.0498352,171.1418152,172.0680847,3.264970064,228.3627167,202.1108093,7571.787598
27,2022-07-02 06:00:00,188.0603638,199.7528076,182.3095703,225.1026764,168.6383057,166.8970795,3.378581285,228.5308838,201.6802979,8074.713379
28,2022-07-01 13:00:00,188.8641815,200.2433624,181.3839722,225.084259,171.0873413,171.0317535,3.349887133,228.3679962,202.0874176,7652.102539
29,2022-07-01 06:00:00,190.8700714,202.1039276,184.0092163,230.5607605,173.9276123,169.0794983,3.422077417,233.9505463,203.8191681,7943.529785
30,2022-06-30 13:00:00,190.2351837,201.2776794,184.2545624,228.0642242,174.3709412,172.9972687,3.301108837,231.4442902,203.0700836,7750.5625
31,2022-06-30 06:00:00,189.7591248,200.8358002,179.2121887,227.4755402,173.5623169,167.7863922,3.432347059,230.9179382,202.5366364,8177.126953
32,2022-06-29 13:00:00,190.0491028,201.0576172,183.6030731,227.5206757,174.4300842,170.8397522,3.428582668,230.8551636,202.6489258,7937.449219
33,2022-06-29 06:00:00,190.3624115,201.2074738,181.7759399,228.9153442,174.0570068,168.36203,3.338010073,232.2235107,203.012085,8240.363281
34,2022-06-28 13:00:00,191.1331329,202.186264,183.8287354,230.7199402,174.2532806,173.5110626,3.479733944,234.1498718,203.8703461,8012.895508
35,2022-06-28 06:00:00,190.5620422,201.4615326,180.595047,230.1354065,173.7217712,166.7421265,3.454839468,233.5297241,203.2023163,8314.254883
36,2022-06-27 13:00:00,190.3233337,200.8979797,181.3208008,227.8472595,176.0266113,171.5493469,3.398393154,231.2240601,202.4218903,8219.826172
