,Date,TB_Charge,TB_Charge_Condensor,TB_Charge_Temp,TB_Overhead_Temp,TB_Overhead_Pressure,TB_Overhead_Receiver_Pressure,TB_Overhead_Receiver_Temp,TB_Overhead_Reciever_LVL_PCT,TB_Bottom_Pressure,TB_Bottom_LVL_PCT,TB_Differential_Pressure,TB_Bottom_Temp,TB_Reboil_Out_Temp
129,2022-05-05 06:00:00,12499.53027,4367.084961,153.0392456,173.4536743,182.971344,183.0404663,68.21014404,29.60403442,188.092804,85.93134308,5.081634521,217.6802673,219.8045502
130,2022-05-04 13:00:00,11376.13086,3468.679443,153.692627,178.1005859,183.1695557,181.2332153,94.68079376,73.03771973,185.9243317,85.24774933,2.751144409,218.9622192,221.1575775
131,2022-05-04 06:00:00,12053.39355,4054.757813,153.6891632,176.2658844,183.2720947,182.1469116,68.98966217,26.80155373,186.8792725,81.29489899,3.661806345,219.0461578,221.2792358
132,2022-05-03 13:00:00,11918.62695,4220.739258,153.8587494,178.5773163,182.8568573,182.8043518,62.32299805,27.69904518,187.9564667,84.56311035,5.033859253,217.8364105,219.8773193
133,2022-05-03 06:00:00,12106.45898,4300.002441,153.2348633,174.7630768,182.95578,183.5211182,61.4047966,38.40434647,187.4829102,83.96072388,4.50714922,221.022522,223.398819
134,2022-05-02 13:00:00,12781.65332,3865.085449,153.6232758,169.6357727,182.9220581,180.3915863,90.39537811,31.27365494,187.2262878,86.32248688,4.265099049,215.7573395,219.2312469
135,2022-05-02 06:00:00,13320.38281,4339.114258,153.6254883,172.5097656,183.0885162,182.957016,75.20904541,35.03570557,189.8470917,85.19194794,6.693023682,218.6188507,221.5315857
136,2022-05-01 13:00:00,12820.33398,3790.914063,153.5795746,171.1721191,182.6652679,183.1813354,83.78401947,79.44043732,188.2492218,84.81929779,5.557351589,218.6538391,220.9739532
137,2022-05-01 06:00:00,13820.56348,4612.800293,153.515625,173.4233398,188.4817505,191.6387329,78.55172729,97.86050415,195.3077698,84.36823273,7.214355469,219.2084961,222.0447693
138,2022-04-30 13:00:00,12411.03027,3918.450439,153.6346436,171.3348389,183.3612823,182.5973969,79.30603027,13.04102898,189.168335,84.71526337,5.788880348,219.3056183,222.0106049
139,2022-04-30 06:00:00,12450.11816,4344.085938,153.4732819,175.0363159,186.6461792,190.0180054,72.11871338,95.64310455,192.6108551,87.70574951,5.960596561,221.6297913,224.161087
140,2022-04-29 13:00:00,11331.69336,3477.623047,152.5787354,172.5616455,183.5118713,180.7149353,92.33551025,39.58358765,186.6929474,85.25830841,3.150958538,219.5345306,222.2224121
