,Date,N_Butane
451,2021-11-08 13:00:00,10.39999962
452,2021-11-06 13:00:00,10.60000038
453,2021-11-06 06:00:00,12.10000038
454,2021-11-05 13:00:00,11.19999981
455,2021-11-05 06:00:00,13.10000038
456,2021-11-04 13:00:00,14.80000019
457,2021-11-04 06:00:00,13.39999962
458,2021-11-03 13:00:00,12.5
459,2021-11-03 06:00:00,12.30000019
460,2021-11-02 13:00:00,14.19999981
461,2021-11-02 06:00:00,11.60000038
462,2021-11-01 13:00:00,11.10000038
463,2021-11-01 06:00:00,11.10000038
464,2021-10-31 13:00:00,11.10000038
465,2021-10-31 06:00:00,10.60000038
466,2021-10-30 13:00:00,13.19999981
467,2021-10-30 06:00:00,10.19999981
468,2021-10-29 13:00:00,11.30000019
469,2021-10-29 06:00:00,12.10000038
470,2021-10-28 13:00:00,10.19999981
471,2021-10-28 06:00:00,10.10000038
472,2021-10-27 13:00:00,9.199999809
473,2021-10-27 06:00:00,13.5
474,2021-10-26 13:00:00,11.10000038
475,2021-10-26 06:00:00,16.89999962
476,2021-10-25 13:00:00,12.69999981
477,2021-10-25 06:00:00,12.0
478,2021-10-24 13:00:00,11.39999962
479,2021-10-24 06:00:00,12.80000019
480,2021-10-23 13:00:00,12.30000019
481,2021-10-23 06:00:00,12.5
482,2021-10-22 13:00:00,13.5
483,2021-10-22 06:00:00,12.80000019
484,2021-10-21 13:00:00,15.30000019
485,2021-10-21 06:00:00,12.39999962
486,2021-10-20 13:00:00,11.89999962
487,2021-10-20 06:00:00,13.80000019
488,2021-10-19 13:00:00,11.60000038
489,2021-10-19 06:00:00,12.39999962
490,2021-10-18 13:00:00,12.80000019
491,2021-10-18 06:00:00,10.89999962
492,2021-10-17 13:00:00,12.69999981
493,2021-10-17 06:00:00,12.69999981
494,2021-10-16 13:00:00,11.69999981
495,2021-10-16 06:00:00,17.89999962
496,2021-10-15 13:00:00,13.5
497,2021-10-15 06:00:00,14.10000038
498,2021-10-14 13:00:00,12.89999962
499,2021-10-14 06:00:00,13.69999981
500,2021-10-13 13:00:00,14.39999962
501,2021-10-13 06:00:00,23.10000038
502,2021-10-12 13:00:00,18.60000038
503,2021-10-12 06:00:00,15.0
504,2021-10-11 13:00:00,12.39999962
505,2021-10-11 06:00:00,15.19999981
506,2021-10-10 13:00:00,11.30000019
507,2021-10-10 06:00:00,12.10000038
508,2021-10-09 13:00:00,8.899999619
509,2021-10-09 06:00:00,10.5
510,2021-10-08 13:00:00,9.899999619
511,2021-10-08 06:00:00,11.89999962
512,2021-10-07 13:00:00,12.5
513,2021-10-07 06:00:00,12.10000038
514,2021-10-06 13:00:00,12.60000038
515,2021-10-06 06:00:00,14.5
516,2021-10-05 13:00:00,12.5
517,2021-10-05 06:00:00,11.69999981
518,2021-10-04 13:00:00,11.80000019
519,2021-10-04 06:00:00,10.60000038
520,2021-10-03 13:00:00,15.19999981
521,2021-10-03 06:00:00,14.10000038
522,2021-10-02 13:00:00,13.89999962
523,2021-10-02 06:00:00,13.39999962
524,2021-10-01 13:00:00,13.30000019
525,2021-10-01 06:00:00,14.69999981
526,2021-09-30 13:00:00,13.0
527,2021-09-30 06:00:00,13.80000019
528,2021-09-29 13:00:00,11.5
529,2021-09-29 06:00:00,12.5
530,2021-09-28 13:00:00,12.80000019
531,2021-09-28 06:00:00,14.80000019
532,2021-09-27 13:00:00,13.0
533,2021-09-27 06:00:00,14.19999981
534,2021-09-26 13:00:00,14.19999981
535,2021-09-26 06:00:00,13.0
536,2021-09-25 13:00:00,12.19999981
537,2021-09-25 06:00:00,12.10000038
538,2021-09-24 13:00:00,18.20000076
539,2021-09-24 06:00:00,13.39999962
540,2021-09-23 13:00:00,13.5
541,2021-09-23 06:00:00,12.89999962
542,2021-09-22 13:00:00,13.89999962
543,2021-09-22 06:00:00,17.70000076
